Activity_ID,SMILES,target_id,pchembl_value_Mean
HIPKZAPXNSTELT_on_P14416_WT,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)C3CCN(Cc4ccccc4)CC3)CC2)cc(C(F)(F)F)n1,P14416_WT,6.47
HIRZFMOIKMLUHF_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,P14416_WT,6.95
HISOESWRZZNGEY_on_P14416_WT,Cn1c(=O)c2c(nc3n(CCCCN4CCN(c5ccc(Cl)cc5)CC4)c(=O)ccn23)n(C)c1=O,P14416_WT,7.17
HIUMOAWWYUAXFP_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(-n2cccc2)cc1,P14416_WT,6.79
HIURADGFEHNSHY_on_P14416_WT,O=C1CCc2ccc(OCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cc2N1,P14416_WT,7.64
HIVHEOCGLZASLB_on_P14416_WT,Cc1nc(C)c(-c2nnc(SCCCN3CCC4CC4(c4ccc(C(F)(F)F)cc4)CC3)n2C)s1,P14416_WT,6.7
HIYLSOSERAQOHL_on_P14416_WT,CN1CCc2ccc3c4c2C1Cc1cccc(c1-4)C3O,P14416_WT,7.145
HJKLOGARPBXZTP_on_P14416_WT,O=C(CCCN1C2C3C4CC5C6C4C2C6C1(O)C53)c1ccc(F)cc1,P14416_WT,5.76
HJOOPOPFMHOXPP_on_P14416_WT,COc1ccc(-c2cn(CCCCN3CCN(c4ccccc4OC)CC3)nn2)cc1,P14416_WT,6.67
HJSGUUPPOBQDHU_on_P14416_WT,COc1cccc2c1-c1cccc3c1C(C2)N(C)CC3,P14416_WT,6.26
HJUULADZDAQJAD_on_P14416_WT,Cc1cc(Cl)ccc1OCc1nc(N)nc(N2CCN(C)CC2)n1,P14416_WT,5.36
HJWWNWMERDPVMY_on_P14416_WT,Cn1c(SCCCN2CC3CCN(c4cccc(C#N)c4)C3C2)nnc1-c1cnccn1,P14416_WT,7.0
HKAMZPHBOUTAED_on_P14416_WT,O=C(NCCCN1CCN(c2ccc(Cl)cc2)CC1)NN(Cc1ccccc1)c1ccccc1,P14416_WT,6.29
HKDCDBFKNRMFSY_on_P14416_WT,c1cnc(N2CCN(CCCOc3ccc(-c4nc5ccccc5[nH]4)cc3)CC2)nc1,P14416_WT,6.57
HKDMXVFAYYQTRF_on_P14416_WT,CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)CC1CC1c1ccc(F)cc1,P14416_WT,5.23
HKFCZKONZLVXFH_on_P14416_WT,Cc1ccc(C)c(N2CCN(CC(O)CN3C(=O)NC(C)(c4ccc(F)cc4)C3=O)CC2)c1,P14416_WT,5.74
HKNMRMSDNAFOMI_on_P14416_WT,O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccc2F)CC1,P14416_WT,6.5
HKODNYJFALMYIC_on_P14416_WT,COc1ccccc1N1CCN(CCN2CCN(c3ncccc3C#N)CC2)CC1,P14416_WT,6.89
HKOFHLGKVUBWFI_on_P14416_WT,COc1ccccc1N1CCN(CCCCCCn2c(=O)n3c4c(cccc42)CCC3)CC1,P14416_WT,8.7
HKOJNCZKZSYFEQ_on_P14416_WT,C#CC1=CCC(N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,P14416_WT,8.408333333333333
HKUPNFQZELWUIO_on_P14416_WT,O=C(CCCN1CCc2ccccc2C1)c1ccc(Cl)cc1,P14416_WT,6.9
HKXKURPRSDNOEE_on_P14416_WT,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1,P14416_WT,8.22
HKYVEEPQWZMBJJ_on_P14416_WT,Cc1ccccc1CC1c2ccc(O)cc2CCN1C,P14416_WT,5.57
HLGKXVMBSLHNKH_on_P14416_WT,CC1CC(NS(=O)(=O)c2ccc3ccccc3c2)CN1CCCc1noc2cc(F)ccc12,P14416_WT,7.33
HLJDGDVDXPMCOC_on_P14416_WT,O=C1N(CCN2CCCCCC2)CCN1c1cccc(F)c1,P14416_WT,8.6
HLLYNFMNKJGCNN_on_P14416_WT,Cc1cc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1CN1CCCC1,P14416_WT,7.9
HLPZIBGYIXVOLZ_on_P14416_WT,CCCCc1cc(-c2ccoc2)nc(N2CCN(C)CC2)n1,P14416_WT,7.43
HLWTUGVLYCATKY_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)N=Nc2ccc(F)cc2)CC1,P14416_WT,7.445
HLYMHQWTEQNZLL_on_P14416_WT,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)C1)c1ccc(-c2cccs2)cc1,P14416_WT,5.75
HMAKCCQMRGCRHO_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(Cl)cc1,P14416_WT,6.54
HMARDJDFKPIBGI_on_P14416_WT,Cc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)cc1,P14416_WT,6.47
HMETZCGOVJHJBJ_on_P14416_WT,NC1CCC(CCN2CCN(c3nsc4ccccc34)CC2)CC1,P14416_WT,8.34
HMFMXNMQUZMGQI_on_P14416_WT,O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ncccn2)cc1,P14416_WT,7.34
HMFWWORRYDWEDS_on_P14416_WT,S=c1[nH]c2cc(Cl)cc(OCCNCc3ccccc3)c2[nH]1,P14416_WT,8.19
HMGNHVACHSUQKF_on_P14416_WT,Cc1ccc(N2CCN(CCc3c(O)[nH]c4ccccc34)CC2)cc1C,P14416_WT,5.74
HMILUIFVMYFSEQ_on_P14416_WT,COC(=O)c1coc2c1C(=O)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)C2,P14416_WT,7.07
HMLJHBVGLCIEGH_on_P14416_WT,CCOCCOCc1ccc(C(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,P14416_WT,6.305
HMMLWDCQIVJIHP_on_P14416_WT,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccccc5)C4)n3C)cccc2n1,P14416_WT,6.75
HMNQGWRAUUDLTE_on_P14416_WT,COc1ccc(N2CCN(CCCCCCN3C(=O)c4ccccc4S3(=O)=O)CC2)cc1,P14416_WT,6.02
HMSQOZVGOAWQNS_on_P14416_WT,CN1CCN(C2Cc3ccccc3Sc3ccc(Cc4nnn(C)n4)cc32)CC1,P14416_WT,9.46
HMSZCGYHVDSIIK_on_P14416_WT,OCCN1CCN(c2cccc(Cl)c2Cl)CC1,P14416_WT,7.2
HMTJKRFRBLRBNL_on_P14416_WT,CC(=O)c1ccc(-c2nnc(SCCCN3CCC4(CC4c4ccc(C(F)(F)F)cc4)C3)n2C)cc1,P14416_WT,6.35
HMWSGGIOEHIOOI_on_P14416_WT,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cc(F)c(F)c(F)c3F)c3ccccc32)CC1,P14416_WT,5.89
HMXWHDMFAKYACA_on_P14416_WT,COc1ccc(-c2nnc(SCCCN3CCc4ccc(-c5cc(C)on5)cc4CC3)n2C)cc1,P14416_WT,6.7
HNAVNASIJGPAFZ_on_P14416_WT,O=C1CCc2ccc(CC3CC4CCC(C3)N4CC3COc4c(ccc5[nH]c(O)cc45)O3)cc2N1,P14416_WT,7.8
HNCOLMVXXZHGHT_on_P14416_WT,C#Cc1cc(CN2CCN(c3ccccc3OC)CC2)c2cccccc1-2,P14416_WT,7.07
HNKUJCOSNCIIKR_on_P14416_WT,O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,P14416_WT,7.03
HNLISXDOJMLKAY_on_P14416_WT,COc1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,P14416_WT,7.58
HNMDMLNEALPPKX_on_P14416_WT,CCc1cc(Cl)c(OC)c(N2CCN(C)CC2)c1,P14416_WT,6.63
HNPAUMYBQXZAJH_on_P14416_WT,NC(=O)c1ccc(C(=O)CCCN2CCc3ccccc3C2)cc1,P14416_WT,6.66
HNSLMUBRFVOOOR_on_P14416_WT,CCN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1,P14416_WT,6.84
HNTIGZIKHBPAFD_on_P14416_WT,O=S(=O)(NC1CCC(N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1)c1cc(Cl)ccc1F,P14416_WT,7.27
HNVPKMQKKJUCMS_on_P14416_WT,CC(C)(C)c1nc(N2CCN(CCCCn3ccc(=O)[nH]c3=O)CC2)cc(C(F)(F)F)n1,P14416_WT,6.71
HNWDHNRLIUTHEU_on_P14416_WT,Cc1cc2c(cc1OCCCN1CCN(c3cccc4cccc(F)c34)CC1)C(=O)NC2,P14416_WT,7.78
HNYKNGYYMXLUFG_on_P14416_WT,O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cncc2ccccc12,P14416_WT,8.1
HOCOYMYTCFJGMV_on_P14416_WT,COc1ccc(N2CCN(CCCN3CCN(C(=O)c4ccccc4)CC3)CC2)cc1,P14416_WT,5.26
HOFXBWNODSOCNI_on_P14416_WT,CC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,P14416_WT,6.53
HOJGYADNYPGADT_on_P14416_WT,CCC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,P14416_WT,6.69
HOMQYYYMDXLYHT_on_P14416_WT,O=C(CC1COC1)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,P14416_WT,7.47
HPBCFIIQRFMWKG_on_P14416_WT,CNC1c2cc3c(ccn3S(=O)(=O)c3ccccc3)cc2C1CCO,P14416_WT,5.2
HPCHKTZCFMXPGM_on_P14416_WT,O=c1n(CCCCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)nc2ccccn12,P14416_WT,7.21
HPLCRGYHYQJALL_on_P14416_WT,O=C(CCOCCN1CCN(c2ncccc2-c2ccccc2)CC1)NCc1ccc(C(F)(F)F)cc1,P14416_WT,6.57
HPOUQSRZENVPHH_on_P14416_WT,Cc1cccc(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)c1,P14416_WT,6.29
HPUYFCNUROWQBG_on_P14416_WT,CCCN1CCC(c2cccc(O)c2)CC1,P14416_WT,6.025
HPZUBMVVAGACEL_on_P14416_WT,COc1cccc(CCc2ccccc2OCCCCN2CCN(c3ccccc3OC)CC2)c1,P14416_WT,4.17
HQAMJNKOXUQUKS_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(F)cc1,P14416_WT,6.47
HQGWTXXZVBZBPH_on_P14416_WT,CCCN(CCC)C1CCc2c(cccc2OC)C1,P14416_WT,7.77
HQLVUJZOSDAHEZ_on_P14416_WT,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3N3CCCCC3)c3ccccc32)CC1,P14416_WT,6.67
HQRFZVMMLKMRQZ_on_P14416_WT,COc1cc2c3c(c1OC)-c1cc(N)ccc1CC3N(C)CC2,P14416_WT,6.58
HQRNKAQTZUDDEM_on_P14416_WT,O=S(=O)(NCCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1cccc(Cl)c1,P14416_WT,8.25
HQURDNFFLCLLLC_on_P14416_WT,COc1ccc(Cl)cc1S(=O)(=O)NC1CCC(N2CCN(c3ccccc3OCC3CC3)CC2)CC1,P14416_WT,6.23
HQVGADXQHMROOB_on_P14416_WT,CCCN(CCN1CCN(c2ccc(-c3ccncc3)cc2)CC1)C1CCc2nc(N)sc2C1,P14416_WT,6.57
HRCGTLOWYKJDFC_on_P14416_WT,Cc1ccc2c3c1-c1c(ccc(O)c1O)CC3N(C)CC2,P14416_WT,7.27
HRFJJRGWVMXDND_on_P14416_WT,OC(CCn1cc(-c2ccc3[nH]ccc3c2)nn1)CN1CCN(c2cccc(Cl)c2Cl)CC1,P14416_WT,6.02
HRGLDIJXNKMLQF_on_P14416_WT,O=C(CC1CCC1)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,P14416_WT,6.22
HRHSURDPAJFNRA_on_P14416_WT,COc1ccccc1N1CCN(Cc2cc(CN(C)C)c3cccccc2-3)CC1,P14416_WT,6.765
HRMBIDRBEARFLN_on_P14416_WT,COc1ccccc1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,P14416_WT,5.95
HRSJSQHPKLXGDX_on_P14416_WT,CC(C)Cc1ccc(C(=O)NC2CCC(CCN3CCC(c4coc5ccccc45)CC3)CC2)cc1,P14416_WT,6.54
HRXRYNFLHBSTFS_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)C=Cc2ccccc2)CC1,P14416_WT,7.87
HSNYXCLIIFCSNB_on_P14416_WT,COc1cc2c(cc1O)C1Cc3sc(CCC(C)C)cc3CN1CC2,P14416_WT,7.1
HSONZWPNORZWDX_on_P14416_WT,CC(CCCN1C(=O)CCc2ccccc21)N1CCN(c2cc(C(F)(F)F)nc(C(C)(C)C)n2)CC1,P14416_WT,6.54
HSRIVLACNJBPQF_on_P14416_WT,CCN1CCCC1CNc1nncc2ccc(OC)c(OC)c12,P14416_WT,8.41
HSTPZNUVKDHKDU_on_P14416_WT,Oc1cc2c(OCCNCc3ccccc3)cccc2[nH]1,P14416_WT,8.37
HTCSLUIDBLHLBF_on_P14416_WT,N#Cc1ccc(CNC(=O)CCOCCN2CCN(c3ncccc3-c3ccccc3)CC2)cc1,P14416_WT,6.27
HTDIOUCPOHFDQH_on_P14416_WT,C=CCN(CC=C)CCc1c[nH]c2ccc(C)cc12,P14416_WT,5.29
HTHHKXUTDJTRGL_on_P14416_WT,O=C(NCc1ccccc1)NC1CCC(CCN2CCN(c3nsc4ccccc34)CC2)CC1,P14416_WT,8.85
HTUUHRUKYOQVBN_on_P14416_WT,CN1CCN(c2nc(N)nc(CSc3ccccc3Cl)n2)CC1,P14416_WT,6.48
HTXCEVIRYDTYBS_on_P14416_WT,CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2ccccc2F)CC1,P14416_WT,7.29
HUBNPWLMVNJPBW_on_P14416_WT,CC(C)Oc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2,P14416_WT,8.2
HUEMJHLBWFDXTF_on_P14416_WT,O=C(CO)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,P14416_WT,5.8
HUFKKUQWYKMUNC_on_P14416_WT,COc1ccccc1N1CCN(CCCCn2cc(-c3cccnc3)nn2)CC1,P14416_WT,6.74
HUFSUMIWNMPJOE_on_P14416_WT,COCOc1ccc(CNC(=O)CCCCCN2CCN(c3ccccc3-c3ccccc3)CC2)cc1,P14416_WT,7.44
HUIZNJVXOSCZJU_on_P14416_WT,CCCN(CCC1(O)CC(NC(=O)c2ccc3ccccc3c2)C1)C1CC1c1ccccc1Cl,P14416_WT,6.04
HUKSBDBJOJSVHS_on_P14416_WT,CCCN(CCCCN1CCN(c2ccccc2OC)CC1)Cc1ccc2c(c1)Cc1ccccc1-2,P14416_WT,6.71
HURBEFKRLRSDKC_on_P14416_WT,COc1ccc2c(c1)C1(CCC2)CCN(CCCSc2nnc(-c3ocnc3C)n2C)C1,P14416_WT,6.6
HUTRNXILWVFUDE_on_P14416_WT,CCCN(CCCCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2ccc(O)cc2C1,P14416_WT,8.06
HUVWCUMZGKOSQX_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)C1(O)CC1,P14416_WT,7.32
HVAOTAPASCTPHK_on_P14416_WT,CCCCN1CCN2c3cccc4[nH]cc(c34)CC2C1,P14416_WT,6.96
HVESNMTZXGJVII_on_P14416_WT,COC(C)CC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,P14416_WT,6.39
HVGNYVOUQOKFLU_on_P14416_WT,COc1ccccc1N1CCN(Cc2cc(CN3CCN(c4ccccc4OC)CC3)c3cccccc2-3)CC1,P14416_WT,7.619999999999999
HVJOIRMQZXEGPW_on_P14416_WT,COc1c(OCCF)cccc1C(=O)C1CCN(CCc2ccc(F)cc2)CC1,P14416_WT,5.42
HVMWQJLTYBIVCR_on_P14416_WT,O=C(CC1CCOCC1)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,P14416_WT,7.11
HVNIAEADLPQYLQ_on_P14416_WT,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1,P14416_WT,7.27
HVROSOVHMGPEMN_on_P14416_WT,Clc1ccc2c(c1)CC(CCN1CCN(c3ccccn3)CC1)C2,P14416_WT,5.91
HVSRNYNPOUFDNJ_on_P14416_WT,O=C1N(CC2CCCCN2)CCN1c1cccc(Cl)c1,P14416_WT,7.1
HVYFBECSQURUQP_on_P14416_WT,c1ccc(OCC2CN(Cc3c[nH]c4ccccc34)CCO2)cc1,P14416_WT,6.4
HWAIAGZSWHOLLK_on_P14416_WT,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,P14416_WT,5.08
HWHPJDOZGZLVJB_on_P14416_WT,CC1(C)CC(=O)N(CCCCN2Cc3ccccc3C2)C(=O)C1,P14416_WT,5.53
HWJXQZBZKJYOMP_on_P14416_WT,CN1CCCc2ccccc2Cc2ccc(O)cc2CC1,P14416_WT,7.255
HWLQRSMZQWZHLO_on_P14416_WT,CC12CCC(CN(CCN3CCN(c4cccc(Cl)c4)C3=O)C1)C2(C)C,P14416_WT,7.5
HWNDEDIZZJRHGF_on_P14416_WT,Cc1cc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)nc(C(C)(C)C)n1,P14416_WT,6.44
HWPBJQCGTNVQQO_on_P14416_WT,CCCCN1CCc2ccc(C#N)cc2C1,P14416_WT,6.08
HWPIJKYZIWLKPB_on_P14416_WT,COc1cccc(OC)c1CC(=O)N1CCC(C)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,P14416_WT,7.96
HWZBTMUYGJHELF_on_P14416_WT,CS(=O)(=O)c1ccc(C(=O)NC2CCC(CCN3CCN(c4nccc5c4CCO5)CC3)CC2)s1,P14416_WT,6.29
HXAVSZOPACOYAR_on_P14416_WT,CCCN1CCC(c2ccc3c(c2)N(S(=O)(=O)c2ccccc2)CC3)CC1,P14416_WT,6.49
HXCWGVSINJYYSW_on_P14416_WT,CCCN(CCC)CCCCNC(=O)c1ccc(-c2ccccc2)cc1,P14416_WT,5.035
HXHYBBJDNMJVBF_on_P14416_WT,CCN(C)C(=O)NC1CCC(CCN2CCc3ccc(Cl)cc3C(C)C2)CC1,P14416_WT,7.62
HXKJNNJRMGHSRM_on_P14416_WT,CCCN(CCCCNC(=O)c1ccc2ccccc2c1)CC1CC1c1cc(Cl)ccc1OC,P14416_WT,5.95
HXLACIAZOWDZEP_on_P14416_WT,Cc1nc(C)c(-c2nnc(SCCCN3CCC4(CCc5ccc(Cl)cc54)C3)n2C)s1,P14416_WT,6.5
HXSZWCAHOHIEOA_on_P14416_WT,FC(F)(F)c1cccc(N2CCN(CCCCNc3ncc(-c4ccccc4)o3)CC2)c1,P14416_WT,8.02
HYAIONDADCANQM_on_P14416_WT,O=C(NCCCCN(CCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1)c1ccccc1,P14416_WT,6.11
HYCZAQRZEQWOCT_on_P14416_WT,O=C1NCc2cc(F)c(OCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21,P14416_WT,8.24
HYGJPVUOYCSNGB_on_P14416_WT,Cn1c(CN2CCC(c3nsc4ccccc34)CC2)nc2ccccc21,P14416_WT,7.1
HYGWSJJGGPMNNN_on_P14416_WT,CC(C)(O)C(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,P14416_WT,6.3
HYHZGIWTSKSXKP_on_P14416_WT,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2c(cccc2OS(C)(=O)=O)C1,P14416_WT,6.6
HYLGECOKUPPDRN_on_P14416_WT,N#Cc1ccc2[nH]cc(CN3CCN(c4ccc(Cl)cc4)CC3)c2c1,P14416_WT,5.475
HYRBVOGJRAFDLT_on_P14416_WT,COc1cccc2[nH]cc(CN3CCC(O)(c4ccc(Cl)cc4)CC3)c12,P14416_WT,8.38
HZACYYQCKLSFDB_on_P14416_WT,COc1ccc(NC(=O)NC2CCC(N3CCN(c4ccccc4OC(C)C)CC3)CC2)c(OC)c1,P14416_WT,6.295
HZEVDVGPBUFIAW_on_P14416_WT,CCCCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,P14416_WT,7.17
HZFVOEDJAMLOAK_on_P14416_WT,COc1ccc(CNCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1,P14416_WT,5.4
HZGOWCHMTFRONC_on_P14416_WT,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccccc2F)c2ccc(F)cc2)CC1,P14416_WT,7.1850000000000005
HZINVGWYTDHAFA_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(O)ccc3[nH]2)CC1,P14416_WT,7.8
HZIPKQNESFBOQW_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(Cl)cc1,P14416_WT,7.14
HZISGJVOPZSKRZ_on_P14416_WT,Cn1c(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(S(N)(=O)=O)cc1,P14416_WT,6.66
HZQQJAKATKCPDP_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1CCCO1,P14416_WT,5.98
HZRDMMLAWDPBJF_on_P14416_WT,O=C(CC1CCCOC1)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,P14416_WT,6.44
HZTKYJRCVZENNH_on_P14416_WT,O=C(NCCCCN1CCN(c2ccnc3cc(C(F)(F)F)ccc23)CC1)c1cn2ccccc2n1,P14416_WT,5.3
HZYGVALVFFNNGE_on_P14416_WT,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc(F)n1,P14416_WT,7.300000000000001
IAGDALNWLBGHNU_on_P14416_WT,CN1CCc2ccc(Cc3ccc(O)cc3)c3c2C1Cc1ccc(O)c(O)c1-3,P14416_WT,7.33
IAILMXLUNTXPAW_on_P14416_WT,O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1cccc(O)c1,P14416_WT,8.82
IAMJESJLDAFTKX_on_P14416_WT,O=C(CCCN1CCC(c2ccccc2)CC1)c1nc2ccccc2s1,P14416_WT,6.28
IARMAQZFHNEVDV_on_P14416_WT,O=C1NCN(c2ccccc2)C12CCN(CCCCc1c[nH]c3ccccc13)CC2,P14416_WT,7.655
IAUZWUKARUVEJL_on_P14416_WT,COc1ccc(CCN(C)CCN2CCN(c3cccc(Cl)c3)C2=O)cc1OC,P14416_WT,7.0
IAXCCAHOKNMOII_on_P14416_WT,COc1ccccc1N1CCCN(CCCCNC(=O)c2ccc(-c3ccsc3)cc2)CC1,P14416_WT,6.89
IBGOYLLAGSRGCH_on_P14416_WT,O=C(NCCCCN1CCN2c3ccccc3Cc3ccccc3C2C1)c1cc2ccccc2s1,P14416_WT,5.31
IBGVTRNZLWEIPT_on_P14416_WT,COc1ccc2c(c1)CCN(C)CCCc1ccccc1C2,P14416_WT,7.06
IBPKFKZAYBVENB_on_P14416_WT,COc1ccccc1N1CCN(CCCCNc2nc(N)nc(N)n2)CC1,P14416_WT,7.34
IBUHDDLETPJVGP_on_P14416_WT,Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1,P14416_WT,7.07
IBYDPPHZGREUMK_on_P14416_WT,O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccccn1,P14416_WT,7.77
ICADOZGMHMZBEZ_on_P14416_WT,O=C(Cc1ccccn1)Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1,P14416_WT,7.15
ICBYLQHTUDFHNY_on_P14416_WT,COc1ccccc1N1CCC2(CCN(CCCSc3nnc(-c4ccccc4)n3C)C2)C1,P14416_WT,5.2
ICDUPLIIKZSMRC_on_P14416_WT,O=C(CC1COC1)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,P14416_WT,6.59
ICFPYUXAAOVPIJ_on_P14416_WT,CN(C)CCCN1C(=O)c2ccccc2C=Cc2ccccc21,P14416_WT,5.05
ICJPCRXVYMMSJY_on_P14416_WT,CCCNC1CCc2c(cccc2OC)C1,P14416_WT,7.01
ICQQTHRTTLKFKA_on_P14416_WT,O=C(NCCCCN1CCN2c3ccccc3Cc3ccccc3C2C1)C1CCCCC1,P14416_WT,6.59
ICXGSSKPPOBXQR_on_P14416_WT,O=C1c2ccccc2CCN1CCCCN1CCN(c2ccccc2Cl)CC1,P14416_WT,7.45
ICZBTJKIVJMPIF_on_P14416_WT,CC1CCN(CCN2CCN(c3cccc(Cl)c3)C2=O)CC1,P14416_WT,7.8
IDICUFRCUIOPKM_on_P14416_WT,O=C(NCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc(C#Cc2ccccc2)c1,P14416_WT,5.885
IDKIRFAIRCIGSS_on_P14416_WT,C#CC1=CCC(N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,P14416_WT,8.393333333333333
IDLCGPWMKHMBHA_on_P14416_WT,O=C(CC1COCCO1)NC1CCC(CCN2CCC(c3cccc4occc34)CC2)CC1,P14416_WT,6.66
IDTLNOOYTVGUDL_on_P14416_WT,CC1CN(CCC2CCC(NC(=O)N(C)C)CC2)CCc2ccc(Cl)cc21,P14416_WT,7.385
IDWFBPRPZDTKJU_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)C1CCCO1,P14416_WT,7.09
IEANVAFYLZJSPC_on_P14416_WT,Cc1cccc(-c2ccc(C(=O)NCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2)n1,P14416_WT,6.98
IELIPILAHREMSR_on_P14416_WT,CCC(=O)Nc1nc(-c2ccc3ccn(S(=O)(=O)c4ccccc4)c3c2)c(C)[nH]1,P14416_WT,5.44
IEMSLTPIYQZIGD_on_P14416_WT,CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3c(Cl)cc(Cl)cc3Cl)CC2)CC1,P14416_WT,7.59
IESJRUUOIHDONG_on_P14416_WT,Fc1ccc(SCCCN2CCN(c3ccccn3)CC2)cc1,P14416_WT,6.74
IEYDEPWJEHAEPC_on_P14416_WT,CCCN(CCCCN1CCN(c2cccc(Cl)c2Cl)CC1)Cc1ccc2ccccc2c1,P14416_WT,6.5
IEYKUJATGFZIHM_on_P14416_WT,CN1CCc2cc(-c3ccc(O)cc3)cc3c2C1Cc1ccc(O)c(O)c1-3,P14416_WT,8.42
IFPGADOWNOXLNQ_on_P14416_WT,Clc1ccc2sc(CCCCN3CCC4CCCCC4C3)nc2c1,P14416_WT,5.96
IGATXMWTNQVGPI_on_P14416_WT,O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1ccc(Cl)cc1,P14416_WT,7.96
